id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6933,15806360,Fanucci,762,France,Male,31.0,0,0.0,2,1,0,62232.6,0
109104,15779915,P'eng,733,France,Female,42.0,10,0.0,1,1,0,162643.09,1
61202,15686958,Onyemere,694,France,Female,60.0,8,0.0,2,1,1,86652.46,0
72469,15756918,Atherton,554,France,Female,38.0,1,0.0,1,0,0,48986.18,1
8169,15625035,Mills,703,France,Male,37.0,8,160139.59,2,1,1,79314.1,0
72192,15766064,Aksenov,498,Spain,Female,27.0,10,111213.64,1,1,1,123977.86,0
32575,15749114,Ch'iu,556,France,Male,46.0,2,133800.98,1,0,1,151738.54,1
45495,15616700,Leach,622,Spain,Female,26.0,9,0.0,2,1,0,155786.39,0
75775,15624397,Onwughara,728,Spain,Male,38.0,9,0.0,1,1,1,55818.41,0
9561,15607598,Chukwufumnanya,667,Germany,Female,39.0,4,130142.79,2,0,0,58854.88,0
110974,15580134,Crawford,718,Spain,Male,40.0,7,0.0,2,1,0,40315.27,0
120844,15727384,Chukwuemeka,705,Germany,Female,43.0,10,146547.78,1,0,1,10072.55,0
137002,15672082,Cremonesi,597,France,Male,43.0,9,131142.53,1,1,0,123627.91,0
78788,15621075,Kao,584,France,Male,44.0,6,0.0,2,1,1,88852.46,0
122034,15585580,Sholes,721,France,Female,55.0,1,0.0,1,1,1,148087.38,0
120435,15802483,Ts'ao,711,France,Female,51.0,1,0.0,1,1,0,123410.23,1
136153,15660528,Niu,659,Spain,Male,28.0,4,0.0,2,1,0,99341.87,0
32516,15626787,Wei,706,Spain,Female,31.0,8,185078.26,2,0,1,115337.74,0
9410,15786594,Iadanza,726,Spain,Male,37.0,10,113905.68,1,1,1,47778.52,0
1275,15675450,T'ien,718,France,Male,48.0,4,0.0,2,1,1,72105.63,0
20072,15753097,Tung,726,France,Male,38.0,5,0.0,2,1,1,142516.85,0
7677,15741643,Knight,593,Germany,Male,50.0,7,171740.69,1,1,0,20893.61,0
77420,15696834,Milanesi,592,Germany,Male,53.0,10,116082.09,1,0,0,135083.73,1
48453,15592711,Hughes,668,France,Female,53.0,1,0.0,1,0,1,157921.43,1
60502,15569666,Zikoranachidimma,679,Germany,Female,36.0,8,110741.49,1,1,1,156774.46,0
100343,15629117,De Luca,584,France,Male,42.0,7,0.0,2,1,1,121242.64,0
148405,15768945,Chibueze,627,Spain,Male,27.0,1,62092.9,1,1,1,105887.04,0
14227,15753831,Cox,724,France,Male,31.0,7,0.0,2,1,1,9567.39,0
141853,15724851,Nkemakonam,682,France,Female,48.0,8,0.0,1,1,0,126731.85,1
63033,15754537,Kao,710,Spain,Male,39.0,9,0.0,1,1,0,144874.1,0
59952,15642991,Dike,713,Spain,Male,40.0,4,0.0,2,0,0,122268.75,0
101014,15657535,Tretiakova,645,France,Female,28.0,9,0.0,2,1,0,163550.58,0
24271,15808846,Hsia,592,France,Male,57.0,5,0.0,2,1,1,28861.67,0
58585,15780362,Ferrari,607,France,Male,49.0,8,119960.29,2,1,1,103068.22,0
126938,15579820,Robertson,704,Spain,Male,36.0,6,106687.76,1,1,1,173776.5,0
87397,15700383,Uvarova,563,Germany,Female,35.0,7,115651.6,2,1,1,104706.29,1
21790,15682822,Hsiao,625,Germany,Male,51.0,8,102895.04,1,0,0,187737.04,1
17856,15665830,Padovano,667,France,Male,32.0,4,0.0,2,1,1,77867.69,0
100289,15643896,Okwuoma,696,France,Female,26.0,1,121389.41,1,1,1,129891.19,0
94121,15607746,Lu,572,Spain,Female,39.0,8,0.0,1,1,1,143889.49,0
131546,15807360,Chibueze,549,Germany,Male,25.0,1,145731.02,2,1,1,86696.78,0
8199,15604832,Nkemakonam,621,Germany,Male,36.0,6,116726.22,2,1,1,27149.27,0
23971,15724863,Sheppard,420,Spain,Female,40.0,1,91893.32,1,1,1,144870.28,0
34923,15651315,Yefremova,627,France,Female,37.0,8,0.0,1,1,1,168816.57,0
112254,15815670,Kao,850,Spain,Male,28.0,2,131355.8,1,1,0,71139.31,0
50820,15691877,Chukwualuka,602,Germany,Female,56.0,8,114327.63,1,1,1,151623.91,1
72252,15609558,Vincent,597,France,Male,47.0,5,0.0,2,1,1,174028.24,0
21224,15635277,Nwachukwu,622,France,Female,55.0,4,0.0,1,1,0,176902.83,1
158952,15723489,Martin,662,Spain,Male,32.0,2,0.0,2,0,1,86678.51,0
72780,15662658,Uwakwe,637,France,Male,38.0,10,0.0,2,0,1,77599.8,0
125182,15806918,Nwankwo,669,France,Female,29.0,7,0.0,1,1,0,187632.22,0
45453,15627180,Kao,705,France,Female,29.0,6,0.0,1,1,1,159254.27,0
63785,15654700,Onyemauchechukwu,661,France,Female,43.0,9,0.0,2,1,0,168529.83,0
136875,15663964,Lueck,776,France,Female,38.0,7,0.0,2,1,0,82868.33,0
156267,15782219,Fanucci,703,Spain,Male,29.0,9,0.0,1,1,0,50679.48,0
14210,15674368,Hsu,850,Spain,Male,31.0,1,0.0,2,1,0,171768.76,0
99255,15782591,Hs?,683,Germany,Female,52.0,8,128306.7,1,1,0,176913.42,1
124428,15798439,Davidson,714,France,Male,27.0,2,0.0,2,1,1,132979.43,0
93746,15632010,Chia,715,France,Female,37.0,8,113292.17,2,1,0,127939.19,0
109218,15621440,Ku,669,Spain,Female,36.0,1,0.0,2,1,1,142295.69,0
145922,15577515,Kao,693,Germany,Male,42.0,4,123894.43,1,1,0,92916.53,1
71000,15575024,Genovese,637,France,Female,66.0,6,0.0,1,1,1,102999.22,0
18697,15704910,Ma,599,Germany,Female,49.0,1,185544.36,1,1,1,170138.68,1
89546,15591740,Fletcher,590,France,Female,42.0,4,0.0,2,1,1,93820.49,0
129212,15682463,Udegbunam,705,France,Male,36.0,6,0.0,2,1,0,116977.85,0
58885,15806923,Yobanna,681,France,Female,39.0,6,0.0,2,0,1,12096.81,0
141412,15787035,Anderson,602,Germany,Female,35.0,8,109402.13,1,1,0,191599.67,1
28186,15659364,Thompson,685,Spain,Male,23.0,6,164902.43,1,0,0,141152.28,0
6979,15809999,Gordon,709,France,Female,67.0,3,150300.65,1,1,0,71672.86,1
29569,15665438,Hs?eh,669,France,Male,43.0,2,163159.85,1,0,1,15602.8,0
62709,15683319,Ives,705,France,Male,42.0,2,0.0,2,0,1,184524.59,0
24314,15693331,Chialuka,554,France,Male,37.0,5,141796.76,1,1,0,56794.94,0
151959,15625141,Walker,716,France,Male,35.0,6,0.0,2,0,1,92887.35,0
65801,15753895,Maclean,678,France,Male,33.0,2,112595.85,1,1,1,76611.33,0
125064,15791674,Kao,832,Germany,Female,41.0,5,115462.09,1,1,0,109153.04,0
134135,15685536,Chu,591,France,Female,34.0,5,0.0,2,1,0,1351.41,0
119624,15807481,Peng,487,Spain,Female,31.0,1,0.0,1,1,1,158750.53,0
6232,15572467,L?,757,Spain,Female,36.0,1,0.0,2,1,0,96864.63,0
53561,15809991,White,710,France,Male,42.0,1,0.0,2,0,0,107866.02,0
140780,15572073,Nnachetam,681,France,Female,29.0,2,0.0,2,1,0,86936.4,0
8563,15798895,P'eng,603,Spain,Male,58.0,5,0.0,2,1,1,181177.9,0
117908,15668971,Folliero,684,France,Female,43.0,0,0.0,2,1,1,120105.85,0
151637,15680706,Balashov,537,Germany,Male,48.0,4,131834.8,1,1,1,166476.95,0
122592,15617538,Nwankwo,635,Spain,Male,20.0,7,0.0,2,0,1,45038.74,0
31197,15566894,McIntyre,591,France,Female,50.0,8,0.0,1,1,0,91711.66,1
62337,15689517,Pinto,751,France,Female,30.0,8,0.0,2,0,1,82336.73,0
130460,15586974,Ts'ai,678,France,Male,37.0,8,79460.03,1,1,0,176902.78,0
11471,15762091,White,678,France,Male,46.0,2,0.0,2,1,0,139259.54,0
137615,15756820,Chiemela,597,France,Female,29.0,1,81210.61,1,0,0,172667.39,0
85234,15597536,Nkemjika,576,Spain,Male,39.0,5,133618.01,1,0,0,135244.87,1
39424,15632859,Chukwudi,444,France,Male,44.0,7,0.0,2,0,1,138743.86,0
5556,15746805,Teng,556,France,Female,27.0,4,0.0,2,1,0,130504.49,0
134647,15665078,Yeh,544,Germany,Male,43.0,8,113348.69,1,0,0,125445.86,1
162913,15645572,Chizuoke,739,Germany,Male,33.0,4,138162.41,1,0,1,67611.36,1
157917,15793813,Fanucci,714,Spain,Female,38.0,6,0.0,2,0,0,72872.39,0
32340,15658052,Tseng,561,Germany,Male,30.0,9,122558.49,1,0,1,156495.79,0
6914,15718245,Pirozzi,757,France,Male,44.0,2,145618.37,2,0,0,86414.41,0
39722,15783030,T'ien,635,France,Male,34.0,9,0.0,2,1,0,53478.47,0
19027,15772423,Corser,625,France,Male,50.0,6,155413.06,1,1,0,184936.77,1
49309,15708534,Bevan,548,France,Female,39.0,1,90217.07,1,1,0,191395.88,0
158236,15575510,Nwankwo,659,France,Male,30.0,3,0.0,2,1,0,183490.36,0
97424,15732468,White,603,France,Male,38.0,1,0.0,2,1,1,47772.49,0
135954,15572728,Ch'iu,704,Spain,Male,44.0,4,127397.34,1,1,1,151335.24,0
5538,15723886,Hsia,644,Spain,Female,30.0,2,0.0,2,1,0,148887.69,0
75008,15782341,Mazzanti,724,France,Male,32.0,3,0.0,2,1,1,141796.96,0
139739,15646091,Palerma,622,France,Male,34.0,4,131653.17,1,1,1,38153.19,0
861,15744368,Hao,756,France,Female,36.0,6,98308.51,1,1,1,132034.13,0
17008,15638068,P'eng,708,Germany,Male,41.0,7,145860.98,1,1,1,52314.71,0
67276,15658969,Hsia,712,France,Female,37.0,10,0.0,2,1,0,133021.34,0
40333,15742820,Lettiere,621,France,Male,46.0,7,0.0,1,1,0,89043.19,0
63032,15793849,Fanucci,553,Germany,Male,39.0,9,84421.05,2,1,0,187945.19,0
144083,15587913,Palerma,756,Germany,Female,41.0,2,142316.14,1,1,1,48131.92,0
124828,15694518,Chifo,738,Germany,Male,66.0,10,131836.88,1,1,1,116848.79,1
140566,15697546,McIntyre,570,France,Female,36.0,2,0.0,2,1,0,92118.75,1
75618,15711015,Hao,594,Germany,Male,43.0,3,141441.75,2,1,1,135083.78,0
26588,15681554,Genovese,704,France,Female,55.0,5,0.0,1,1,1,125870.63,1
54254,15799811,Herrera,724,France,Male,40.0,7,0.0,1,1,0,127847.25,0
66990,15721585,Shcherbakov,679,France,Female,29.0,1,0.0,1,1,0,75562.23,0
88220,15704844,Zaitsev,605,Spain,Female,30.0,8,0.0,2,1,1,140937.97,0
12786,15654562,L?,663,Germany,Female,50.0,7,118342.82,1,1,0,152871.02,1
155806,15771029,Clements,516,France,Male,58.0,9,0.0,2,1,1,158943.09,0
27793,15678058,Uspenskaya,642,Germany,Female,40.0,5,120596.93,2,1,1,86920.97,0
24426,15770406,Maclean,508,Germany,Female,39.0,5,143549.65,2,1,1,115650.89,0
104467,15642933,Black,708,France,Male,38.0,3,0.0,2,1,0,131389.39,0
69970,15718572,Willis,600,Germany,Male,37.0,6,138456.03,1,1,1,103548.25,0
81841,15662500,Ts'ao,598,Spain,Female,39.0,9,0.0,2,1,0,10604.48,0
29406,15674851,Pinto,638,France,Male,28.0,10,0.0,2,1,1,40318.33,0
48837,15595067,Murray,574,Spain,Male,36.0,9,0.0,2,0,1,143711.02,0
53684,15766458,Hsueh,681,Spain,Female,39.0,9,137851.79,1,1,0,1539.86,1
118638,15589296,Ngozichukwuka,613,France,Male,39.0,2,0.0,2,1,1,91346.04,0
136934,15579915,Hsiung,548,France,Female,27.0,4,0.0,2,0,0,167026.83,0
38358,15795735,Kenechukwu,756,Spain,Male,64.0,8,161607.32,1,1,1,142670.93,0
44384,15682773,Lai,652,Spain,Female,49.0,3,0.0,1,1,0,187980.21,1
55709,15691726,Ch'in,775,Germany,Male,27.0,7,129697.99,2,1,0,140896.78,0
34989,15585867,H?,659,Spain,Male,35.0,4,0.0,2,1,1,58469.75,0
60601,15706030,Lucchesi,614,France,Female,33.0,5,0.0,2,0,0,113090.84,0
21776,15739046,Genovese,714,France,Male,32.0,5,103818.66,1,1,0,52861.91,0
96635,15623668,Collins,698,Spain,Male,43.0,2,0.0,2,1,0,1055.66,0
134939,15606841,P'eng,671,France,Female,33.0,7,0.0,2,1,0,72852.74,0
124089,15718369,Nkemjika,588,Germany,Female,29.0,8,136496.01,2,1,0,167873.49,0
16146,15677317,Chukwudi,570,France,Female,35.0,7,153040.03,1,1,0,131312.56,1
96876,15694856,Hughes,641,France,Male,50.0,4,0.0,1,1,1,187985.55,1
87003,15662865,Hsueh,602,France,Female,46.0,10,0.0,2,0,1,84927.42,0
63433,15714391,Lai,586,France,Female,34.0,2,183572.84,2,1,1,66006.75,0
115840,15677052,Ko,584,France,Male,30.0,7,0.0,2,0,1,126160.24,0
65593,15778025,Milne,735,France,Male,38.0,3,164953.51,1,1,0,116471.19,0
31847,15580988,Odell,622,France,Female,29.0,9,0.0,2,1,1,123437.05,0
96167,15751549,P'an,712,France,Male,54.0,3,0.0,2,1,0,167032.49,1
127105,15628583,Iweobiegbunam,709,France,Female,31.0,3,111071.36,1,1,0,73275.96,1
53807,15566958,Li Fonti,667,France,Male,32.0,6,167557.12,1,1,0,41183.02,0
16499,15727281,T'ien,584,France,Female,34.0,5,98899.56,1,1,1,93336.97,0
155749,15575025,Ngozichukwuka,535,France,Male,38.0,2,139959.39,1,0,0,121151.12,1
78569,15600879,Parsons,578,Germany,Male,50.0,4,146780.52,2,1,0,6089.13,1
96625,15682868,Ts'ao,841,France,Female,39.0,8,103873.18,1,1,0,61936.1,1
5049,15759075,Y?,641,France,Female,34.0,1,155878.56,1,1,0,113551.76,0
72989,15710424,Chu,435,France,Male,18.0,4,0.0,2,1,1,197015.2,0
94304,15686914,Chukwufumnanya,607,Germany,Male,37.0,9,141806.0,2,1,1,88827.67,0
46446,15777784,Lai,652,France,Female,28.0,5,0.0,1,1,1,120852.85,0
3564,15568982,Hao,666,France,Female,39.0,6,0.0,2,1,0,54724.03,0
2393,15752312,Tsao,564,Germany,Female,23.0,1,138825.07,1,1,1,70563.9,0
56647,15659324,Zikoranachidimma,663,France,Male,34.0,8,0.0,2,1,1,148087.07,0
72818,15572408,Hs?,635,France,Male,33.0,5,0.0,2,0,0,130567.02,0
19697,15758032,Ts'ai,704,Spain,Male,37.0,7,0.0,2,1,1,161425.25,0
106662,15668309,Maslow,350,France,Female,40.0,0,111098.85,1,1,1,172321.21,0
78782,15613140,L?,618,Spain,Male,61.0,7,0.0,2,1,1,54495.82,0
148875,15744423,Cocci,682,Spain,Male,32.0,3,0.0,1,1,0,84871.99,0
156340,15615177,Udegbulam,716,France,Female,35.0,1,115095.88,1,0,0,78622.46,0
47848,15629519,Taylor,731,France,Male,31.0,9,0.0,1,1,0,167564.82,0
113867,15810457,Miller,678,Germany,Male,33.0,9,150412.14,2,1,0,170764.08,0
19468,15778154,Nnonso,628,Germany,Male,27.0,4,122227.71,2,1,1,14217.77,0
90723,15775307,Hsiung,579,France,Female,28.0,6,0.0,1,0,1,95578.51,0
153292,15788483,Y?,622,France,Male,49.0,6,0.0,2,1,1,112491.96,0
138238,15701354,Yuryeva,579,Germany,Female,44.0,2,81811.71,1,1,0,99061.67,1
85391,15737404,T'ien,602,France,Female,38.0,9,0.0,2,1,1,176925.69,0
81701,15686936,McGregor,676,France,Male,37.0,5,89634.69,1,1,0,169583.18,1
146921,15628292,Udinese,584,Spain,Female,60.0,5,0.0,1,1,0,66469.2,1
78522,15776545,Onuoha,586,France,Female,46.0,8,114421.55,1,0,0,160112.43,1
140235,15769254,Kao,644,France,Male,55.0,1,63348.89,2,1,0,136410.21,1
89190,15674880,Nkemdirim,687,Spain,Male,38.0,9,123781.68,1,1,0,40257.79,0
138295,15691743,K'ung,707,Spain,Male,31.0,9,0.0,1,1,1,108883.02,0
15626,15754821,Manna,704,France,Male,40.0,10,0.0,2,0,0,180844.98,0
62141,15743478,Johnson,659,Germany,Male,36.0,8,52106.33,2,1,1,107964.36,0
118688,15766044,Nwora,742,Germany,Female,38.0,7,115163.14,1,1,1,176687.05,1
143352,15674840,Chiazagomekpere,695,Germany,Female,38.0,6,121542.57,2,1,1,66006.75,0
31904,15752534,Mironov,683,France,Female,33.0,9,0.0,2,1,1,70607.1,0
109167,15653770,Lucciano,573,Spain,Female,35.0,4,0.0,2,1,0,174434.74,0
141924,15705885,Smeaton,752,Spain,Male,40.0,2,0.0,2,1,0,45570.84,0
57034,15808526,Rios,683,France,Male,28.0,0,0.0,2,1,1,71159.84,0
99944,15728693,Brown,574,Germany,Male,33.0,9,114422.85,1,1,1,54726.43,0
106176,15608230,Hoelscher,651,France,Female,23.0,1,0.0,2,1,0,91573.19,0
1763,15682473,Fanucci,673,France,Female,36.0,9,0.0,2,1,0,91096.76,0
71408,15632439,Pinto,658,France,Female,39.0,8,0.0,2,0,1,47455.82,0
106155,15771086,Hsia,665,Germany,Male,35.0,1,125729.71,1,0,1,173912.29,1
53381,15631392,Ts'ui,569,France,Female,40.0,9,0.0,1,1,1,174196.68,0
135614,15655368,Wheeler,682,France,Female,47.0,0,0.0,1,0,0,92826.35,0
129020,15791274,Manna,746,France,Female,46.0,7,0.0,1,1,0,64515.9,1
39243,15609899,Obiora,729,Spain,Male,38.0,2,0.0,1,1,0,121763.68,0
112545,15744109,T'ao,619,France,Male,24.0,3,0.0,2,0,0,84491.84,0
1081,15740345,Yeh,662,France,Female,27.0,4,0.0,2,1,0,86490.09,0
144250,15665062,Hs?eh,635,Spain,Female,39.0,10,0.0,1,1,0,53793.1,0
144293,15714057,Genovesi,585,France,Female,52.0,9,0.0,1,0,1,126281.4,1
51727,15643359,Pagnotto,558,Spain,Male,31.0,7,109949.05,1,1,1,184980.23,0
12330,15713673,Okwuadigbo,714,Spain,Male,36.0,1,79475.3,2,1,1,71709.12,0
90538,15602845,Ozoemena,728,Germany,Female,41.0,9,146720.98,2,0,1,4195.84,1
57046,15791279,Nwebube,641,France,Male,36.0,3,0.0,2,1,1,145560.38,0
35907,15743614,P'eng,516,France,Male,45.0,3,0.0,2,1,1,198802.9,0
115714,15716276,Kennedy,583,Spain,Female,41.0,2,111669.68,1,1,0,57029.66,1
84378,15633181,Nnamutaezinwa,655,France,Female,25.0,5,105957.44,1,1,1,92873.5,0
83227,15658946,Chiang,637,Germany,Male,38.0,8,128393.29,1,1,0,135851.3,1
140199,15578876,Palerma,646,Germany,Male,35.0,9,121404.64,2,0,0,179621.64,0
117914,15784099,Onio,719,Spain,Male,35.0,2,0.0,2,1,0,140941.47,0
114668,15766272,Liao,659,Spain,Female,30.0,3,82228.67,1,1,1,172782.69,0
91406,15717087,Hs?,577,France,Male,35.0,9,0.0,1,1,1,199894.34,0
34346,15703793,Konovalova,582,Germany,Male,58.0,2,133745.44,4,0,0,28373.86,1
102814,15675380,Lo Duca,648,Spain,Female,32.0,6,0.0,2,1,1,142865.64,0
149010,15809616,Fanucci,746,France,Female,41.0,2,79811.72,2,0,1,153537.57,0
153436,15682860,Lo,695,Spain,Male,38.0,7,0.0,2,0,0,104393.78,0
62168,15774491,Okeke,651,France,Male,61.0,1,61671.99,3,1,1,180344.66,1
33920,15781586,Yudina,613,France,Male,36.0,9,128747.74,1,0,0,162697.64,0
100595,15692226,T'ien,576,France,Female,32.0,10,0.0,2,1,1,116951.1,0
86434,15654574,Ijendu,663,France,Male,36.0,4,129845.81,1,0,0,185821.71,0
54821,15681180,Tuan,556,France,Female,33.0,7,0.0,2,1,1,179913.85,0
17443,15768095,Yeh,850,France,Female,31.0,6,0.0,2,1,1,139048.0,0
129119,15795954,Nnamutaezinwa,592,France,Male,40.0,4,0.0,2,1,1,97623.42,0
139378,15637110,Tretiakov,718,Germany,Male,39.0,2,96473.29,2,1,1,142538.31,0
124673,15673971,Houghton,655,Germany,Female,44.0,6,146498.76,1,1,1,64853.51,1
47585,15813022,Liardet,521,France,Male,36.0,4,0.0,2,1,1,65816.53,0
61179,15680346,Hsia,553,France,Female,29.0,3,0.0,2,1,1,115136.51,0
161489,15791114,Ku,651,Spain,Male,39.0,9,0.0,1,1,0,157553.02,1
17144,15706185,Nwebube,737,France,Female,33.0,1,124513.08,1,1,1,116471.35,0
46380,15726490,Kirby,782,France,Female,39.0,9,0.0,1,0,1,126728.27,0
142287,15780056,Reid,660,Spain,Male,35.0,4,0.0,1,1,0,29664.45,1
130840,15620504,T'ang,565,Spain,Female,33.0,4,0.0,2,1,1,86619.06,0
40563,15715643,Ijendu,662,France,Male,44.0,8,0.0,1,1,1,175314.87,0
128494,15753547,Onyemauchechukwu,849,Spain,Male,40.0,1,0.0,2,1,1,72930.48,0
121583,15795586,McGregor,709,Spain,Female,43.0,5,151691.44,1,1,0,54949.73,1
95463,15798975,Sal,644,Spain,Male,35.0,6,0.0,2,1,1,78770.86,0
112170,15793881,Ulyanov,758,France,Female,30.0,5,0.0,2,0,1,81776.84,0
103552,15736250,Johnstone,581,France,Male,38.0,2,117810.79,1,0,1,65632.33,0
78603,15792718,Ewing,590,France,Male,32.0,9,0.0,2,1,0,140941.47,0
12238,15732020,Rutherford,508,Germany,Male,57.0,6,106938.11,2,1,1,138510.01,0
146261,15783501,Genovese,756,Germany,Female,27.0,5,106927.57,2,1,1,62756.31,0
35424,15621353,Li,635,Germany,Female,32.0,3,117028.6,1,1,0,140748.01,1
9312,15624391,Hs?,508,France,Male,32.0,3,122284.55,1,1,0,91711.71,0
13812,15674551,Onwuamaeze,590,France,Female,31.0,1,82674.15,1,1,0,67431.28,0
71923,15649793,Lovely,730,Spain,Female,32.0,7,0.0,2,0,0,187638.34,0
85268,15806546,Nnamutaezinwa,705,France,Female,32.0,9,0.0,2,0,0,174822.56,0
59365,15586479,Shih,588,France,Male,33.0,3,0.0,2,1,1,44719.5,0
32754,15671243,Y?,558,France,Female,47.0,5,0.0,2,1,0,103787.28,0
61180,15751158,Onyinyechukwuka,644,France,Male,38.0,10,108825.88,1,0,0,131834.75,0
7591,15770030,Nkemdilim,616,France,Female,37.0,7,0.0,1,1,0,140800.62,1
95411,15621768,Hargreaves,583,France,Male,43.0,4,0.0,1,0,0,107825.08,1
67565,15770525,Johnson,649,France,Male,45.0,5,92786.66,1,1,0,173365.9,0
50706,15793813,Hsieh,683,France,Female,41.0,7,0.0,2,1,1,88658.61,0
103256,15592717,Mazzanti,632,France,Male,34.0,8,0.0,2,1,0,91624.36,0
146700,15783882,Nkemdirim,709,Spain,Female,35.0,4,0.0,2,0,1,187839.9,0
128579,15788448,Trevisani,762,Germany,Male,35.0,2,79954.61,1,1,1,177028.0,0
131396,15778086,Udinesi,713,France,Female,32.0,3,0.0,2,1,0,94898.5,0
66284,15587562,Mazzanti,712,France,Male,34.0,6,0.0,1,1,1,102908.96,0
34573,15607986,Tuan,655,Germany,Male,28.0,7,132088.59,1,1,1,96985.58,0
66536,15814998,Pinto,721,France,Female,54.0,1,0.0,1,1,0,53717.26,1
148568,15620836,Lo Duca,607,Germany,Female,34.0,2,108410.87,2,1,0,102908.91,0
14819,15643858,T'ien,530,France,Female,41.0,10,0.0,2,0,1,52449.62,0
87413,15661823,P'eng,753,France,Male,31.0,2,160541.96,1,1,1,139946.55,0
95669,15702479,P'eng,679,France,Male,33.0,7,0.0,2,1,1,170886.17,0
9887,15651315,Dilke,627,France,Female,41.0,3,0.0,2,1,0,132719.8,0
124341,15649419,Tsai,619,Spain,Male,24.0,8,0.0,2,1,1,115217.99,0
127708,15769191,Ozioma,760,Spain,Female,34.0,1,0.0,2,1,1,65764.55,0
136823,15793324,McKenzie,695,Spain,Male,32.0,9,0.0,1,0,0,38533.79,1
34188,15721582,Yashina,686,Germany,Male,38.0,8,101641.51,1,1,0,159742.4,0
113906,15806916,Lucchese,751,France,Female,31.0,1,0.0,2,1,1,157891.06,0
143406,15591344,Ritchie,554,Spain,Female,44.0,2,122917.71,1,1,0,62487.97,1
130800,15583681,Hs?,721,Spain,Female,42.0,5,0.0,2,0,1,127543.11,0
36056,15607987,Shih,492,France,Male,24.0,1,113328.89,1,1,0,145796.49,0
162004,15604515,Yefremova,719,France,Female,22.0,10,0.0,2,1,0,106327.85,0
96245,15776518,Weller,703,Germany,Female,25.0,6,174330.35,2,0,1,38798.79,0
89790,15617482,Obialo,651,France,Male,29.0,8,167772.24,1,1,1,19244.95,0
164462,15798960,White,635,France,Male,29.0,4,0.0,2,1,0,137985.69,0
41634,15731553,Yin,685,Germany,Male,39.0,8,125212.65,1,1,0,91360.59,1
149950,15751333,Nnachetam,652,Spain,Male,35.0,8,205962.0,1,0,1,153383.52,1
64191,15717191,Shih,678,France,Male,35.0,8,124450.98,1,1,1,49133.45,0
5396,15661412,Shen,542,France,Male,42.0,1,0.0,1,1,1,178256.58,0
86776,15774157,Ch'ang,648,France,Male,37.0,7,117438.92,1,0,1,61531.86,0
53604,15684592,Lamb,557,France,Male,42.0,4,0.0,2,0,0,86642.38,0
79511,15692591,Lucchesi,587,Spain,Female,34.0,3,0.0,1,1,1,98820.09,0
2184,15648876,Ozerova,629,France,Female,47.0,8,0.0,1,1,0,64448.36,1
97695,15770525,T'an,714,Spain,Male,52.0,8,141038.57,1,0,0,16287.38,0
45320,15578980,Nnaife,659,Germany,Male,41.0,2,119799.27,1,1,1,168816.18,1
135300,15738248,Lo,662,France,Female,37.0,5,0.0,1,1,0,151871.84,0
62070,15620751,Chidubem,649,France,Male,43.0,5,134885.91,1,0,1,64872.59,0
70709,15675787,Nkemakolam,558,France,Male,61.0,3,54980.81,1,1,0,79792.3,1
58181,15721181,Okeke,520,France,Female,36.0,1,0.0,2,1,1,83084.33,0
76533,15712409,Ch'in,686,Germany,Male,32.0,3,82407.51,1,0,0,138527.56,1
162642,15621075,K?,774,France,Male,36.0,1,0.0,2,1,1,161479.19,0
129584,15763097,Mancini,635,Germany,Male,34.0,9,129674.89,1,1,1,160529.71,0
73411,15602979,Lu,590,France,Male,24.0,1,0.0,2,1,0,170968.99,0
150278,15745804,Nnamutaezinwa,659,Germany,Female,28.0,8,141462.13,1,0,1,59571.5,0
107234,15693679,Aksyonov,573,Spain,Female,41.0,2,81553.97,1,1,0,79510.36,0
104658,15626474,Onyemere,655,France,Female,31.0,1,0.0,1,1,0,4802.25,0
22884,15642578,Nnachetam,778,Germany,Female,34.0,2,86568.75,1,1,1,56780.97,0
26976,15617062,Lo Duca,498,Germany,Female,44.0,1,99886.42,1,1,0,149474.22,1
53601,15588701,Lai,676,France,Female,30.0,2,0.0,2,0,0,35338.96,0
75666,15743478,Nnaife,704,Germany,Female,37.0,4,82874.23,2,1,0,109938.56,1
150960,15603088,Ch'iu,638,Germany,Female,48.0,2,126873.52,1,1,0,172668.39,1
91986,15799031,Kolesnikov,743,France,Male,40.0,8,0.0,2,0,0,113086.08,0
36741,15771702,L?,794,France,Female,40.0,3,0.0,1,0,1,149402.59,0
160682,15607269,Costa,492,Germany,Female,49.0,2,151249.45,2,0,1,167237.94,0
1248,15744894,McGregor,649,France,Female,40.0,9,0.0,1,1,1,155047.77,1
88188,15723127,Shih,663,France,Female,40.0,1,125265.61,1,1,1,79414.0,0
9193,15698749,He,634,France,Female,33.0,3,0.0,2,1,0,61995.57,0
86644,15724543,White,597,France,Female,61.0,5,0.0,1,1,1,81299.17,1
33154,15631162,Obidimkpa,627,Germany,Male,40.0,8,117052.82,2,1,1,171045.49,1
139424,15778854,Yobanna,695,France,Male,44.0,7,0.0,1,1,0,90876.84,1
138258,15733602,Rubin,814,Spain,Female,72.0,8,0.0,2,0,0,130853.03,0
163122,15567328,Ch'en,738,Spain,Male,38.0,5,177997.07,1,1,0,19233.41,1
99620,15731555,Goliwe,694,Germany,Male,72.0,9,141806.46,1,1,1,177357.16,0
111152,15746704,T'ao,616,France,Female,32.0,10,0.0,2,1,1,107841.86,0
